Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_2947821_1 # 1 # 456 # -1 # ID=14984_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.509	EGP45231.1	gb|EGP45231.1|AxyY [Achromobacter insuavis AXX-A]	GL982453.1	NA	NA	NA
k141_1697347_1 # 2 # 238 # 1 # ID=15074_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.456	NP_214856.1	gb|NP_214856.1|Mycobacterium tuberculosis iniA mutations conferring resistance to isoniazid [Mycobacterium tuberculosis H37Rv]	NC_000962.3	NA	NA	NA
k141_2858395_1 # 2 # 307 # -1 # ID=15237_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	AAG07594.1	gb|AAG07594.1|MexI [Pseudomonas aeruginosa PAO1]	AE004091.2	mexI	PA4207	AAG07594.1
k141_2233296_1 # 3 # 551 # -1 # ID=15280_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.650	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_2769163_1 # 3 # 137 # -1 # ID=15774_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.252	ADI87853.1	gb|ADI87853.1|pexA [uncultured bacterium Ak20-3]	HM537013.1	pexA	AKSOIL_0345	ADI87853.1
k141_2054606_1 # 3 # 437 # -1 # ID=15892_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.593	AAC75137.1	gb|AAC75137.1|mdtC [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtC	b2076	AAC75137.1
k141_2590564_1 # 173 # 232 # 1 # ID=16006_1;partial=01;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.483	AAD51345.1	gb|AAD51345.1|smeB [Stenotrophomonas maltophilia]	AF173226.1	smeB	NA	AAD51345.1
k141_1965437_1 # 1 # 459 # 1 # ID=16867_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.675	AAG05915.1	gb|AAG05915.1|MuxB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2527	AAG05915.1
k141_1786816_1 # 3 # 476 # -1 # ID=17197_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	CAJ77856.1	gb|CAJ77856.1|adeF [Acinetobacter baumannii AYE]	CT025801.2	NA	29_167	CAJ77856.1
k141_1340116_2 # 301 # 366 # 1 # ID=17299_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.606	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_2769234_1 # 2 # 106 # -1 # ID=17349_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.400	BAD89844.2	gb|BAD89844.2|abeM [Acinetobacter baumannii]	AB204810.2	abeM	NA	BAD89844.2
k141_1072291_1 # 1 # 519 # -1 # ID=17380_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.366	EGP45231.1	gb|EGP45231.1|AxyY [Achromobacter insuavis AXX-A]	GL982453.1	NA	NA	NA
k141_2858476_1 # 2 # 406 # 1 # ID=17544_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	AAG07594.1	gb|AAG07594.1|MexI [Pseudomonas aeruginosa PAO1]	AE004091.2	mexI	PA4207	AAG07594.1
k141_1250987_1 # 1 # 450 # -1 # ID=17801_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.262	ABS43901.1	gb|ABS43901.1|cmeA [Campylobacter jejuni subsp. doylei 269.97]	CP000768.1	cmeA	JJD26997_1590	ABS43901.1
k141_2233414_1 # 2 # 310 # -1 # ID=18212_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.421	CAC14595.1	gb|CAC14595.1|smeE [Stenotrophomonas maltophilia]	AJ252200.1	smeE	NA	CAC14595.1
k141_983001_1 # 3 # 899 # 1 # ID=18335_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.518	AAG03548.1	gb|AAG03548.1|TriC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0158	AAG03548.1
k141_2590679_1 # 2 # 316 # 1 # ID=18350_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.552	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1429593_1 # 3 # 353 # -1 # ID=18432_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.487	BAE06006.1	gb|BAE06006.1|mexN [Pseudomonas aeruginosa]	AB219523.1	mexN	NA	BAE06006.1
k141_1965527_2 # 252 # 335 # 1 # ID=18681_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.464	AAG03546.1	gb|AAG03546.1|TriA [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0156	AAG03546.1
k141_2144100_2 # 296 # 403 # 1 # ID=18973_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.287	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_2412050_1 # 3 # 440 # 1 # ID=19201_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.605	AAG07762.1	gb|AAG07762.1|MexV [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4374	AAG07762.1
k141_1072376_1 # 2 # 553 # 1 # ID=19470_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	AAK76136.1	gb|AAK76136.1|patB [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2073	AAK76136.1
k141_2769292_1 # 2 # 505 # 1 # ID=19486_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.506	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_1251039_2 # 240 # 302 # 1 # ID=19541_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.333	NP_214857.1	gb|NP_214857.1|Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol [Mycobacterium tuberculosis H37Rv]	NC_000962.3	NA	NA	NA
k141_1876178_1 # 2 # 334 # 1 # ID=19787_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.562	AAG03816.1	gb|AAG03816.1|OprM [Pseudomonas aeruginosa PAO1]	AE004091.2	oprM	PA0427	AAG03816.1
k141_536491_3 # 1473 # 1541 # 1 # ID=19971_3;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.478	CAA75663.1	gb|CAA75663.1|tet(H) [Pasteurella multocida]	Y15510.1	tetH	NA	CAA75663.1
k141_2948017_3 # 370 # 978 # 1 # ID=20040_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.519	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_1340201_1 # 3 # 74 # -1 # ID=20199_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.403	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_2590784_1 # 1 # 120 # -1 # ID=20629_1;partial=10;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.675	AAD51344.1	gb|AAD51344.1|smeA [Stenotrophomonas maltophilia]	AF173226.1	smeA	NA	AAD51344.1
k141_2412092_1 # 1 # 360 # 1 # ID=20918_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.353	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_1786982_1 # 1 # 63 # -1 # ID=20920_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.349	AAC43969.1	gb|AAC43969.1|opcM [Burkholderia cepacia]	U38944.1	opcM	NA	AAC43969.1
k141_358003_1 # 1 # 288 # -1 # ID=20951_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_358017_1 # 41 # 241 # 1 # ID=21196_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_2948081_1 # 1 # 66 # -1 # ID=21373_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=3bp;gc_cont=0.455	ACJ59254.1	gb|ACJ59254.1|abeS [Acinetobacter baumannii AB307-0294]	NA	NA	NA	NA
k141_2590810_1 # 2 # 88 # -1 # ID=21448_1;partial=10;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_268708_2 # 768 # 875 # 1 # ID=21526_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.380	AAA20116.1	gb|AAA20116.1|tetA(P) [Clostridium perfringens]	L20800.1	tetA(P)	NA	AAA20116.1
k141_358049_1 # 1 # 81 # -1 # ID=21667_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.642	AAL14440.1	gb|AAL14440.1|adeB [Acinetobacter baumannii]	AF370885.1	adeB	NA	AAL14440.1
k141_536574_1 # 3 # 62 # -1 # ID=21671_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.367	ALX99516.1	gb|ALX99516.1|adeC [Acinetobacter baumannii]	CP013924.1	NA	KBNAB1_1977	ALX99516.1
k141_2679973_1 # 1 # 60 # -1 # ID=22077_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.467	AAG03816.1	gb|AAG03816.1|OprM [Pseudomonas aeruginosa PAO1]	AE004091.2	oprM	PA0427	AAG03816.1
k141_2054851_2 # 749 # 838 # 1 # ID=22331_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.611	NP_217372.1	gb|NP_217372.1|putative nickel/cobalt transporter [Mycobacterium tuberculosis H37Rv]	NC_000962.3	NA	NA	NA
k141_2769386_1 # 189 # 299 # 1 # ID=22407_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.523	AAB41957.1	gb|AAB41957.1|MexD [Pseudomonas aeruginosa]	U57969.1	mexD	NA	AAB41957.1
k141_2501529_3 # 1433 # 1507 # 1 # ID=22664_3;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.347	KIX81495.1	gb|KIX81495.1|lmrB [Bacillus subtilis]	JYFL01000006.1	lmrB	TV00_02893	KIX81495.1
k141_2412185_1 # 3 # 353 # 1 # ID=22724_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.553	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_3037217_1 # 3 # 107 # -1 # ID=23070_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.486	AAF67494.2	gb|AAF67494.2|novA [Streptomyces niveus]	AF170880.4	novA	NA	AAF67494.2
k141_680_1 # 3 # 212 # -1 # ID=23282_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.357	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_1965715_1 # 3 # 356 # -1 # ID=23569_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_447322_1 # 2 # 100 # -1 # ID=23916_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.667	AAD22144.1	gb|AAD22144.1|cmlB [Klebsiella aerogenes]	AF034958.3	cmlB	NA	AAD22144.1
k141_1072574_1 # 1 # 324 # -1 # ID=24094_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.614	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_2680058_1 # 1 # 294 # -1 # ID=24097_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.656	AAC60780.1	gb|AAC60780.1|rosB [Yersinia enterocolitica (type O:8)]	U46859.1	rosB	NA	AAC60780.1
k141_983221_1 # 3 # 698 # 1 # ID=24343_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.322	ABS43151.1	gb|ABS43151.1|cmeB [Campylobacter jejuni subsp. doylei 269.97]	CP000768.1	cmeB	JJD26997_1591	ABS43151.1
k141_1608352_1 # 3 # 437 # -1 # ID=24473_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.648	AAG05915.1	gb|AAG05915.1|MuxB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2527	AAG05915.1
k141_1608355_1 # 2 # 340 # -1 # ID=24507_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.696	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_1161929_1 # 1 # 384 # -1 # ID=25537_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	AAA26793.1	gb|AAA26793.1|oleC [Streptomyces antibioticus]	L06249.1	oleC-ORF4	NA	AAA26793.1
k141_757_1 # 182 # 304 # 1 # ID=25686_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.642	BAA34300.1	gb|BAA34300.1|mexY [Pseudomonas aeruginosa PAO1]	AB015853.1	mexY	NA	BAA34300.1
k141_1429919_2 # 511 # 618 # 1 # ID=25846_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.611	ACF30254.1	gb|ACF30254.1|Neisseria gonorrhoeae mtrR with mutation conferring resistance [Neisseria gonorrhoeae NCCP11945]	CP001050.1	NA	NGK_1600	ACF30254.1
k141_2680130_2 # 539 # 961 # 1 # ID=25948_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.501	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_2858822_1 # 2 # 325 # 1 # ID=26258_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.321	AAA74437.1	gb|AAA74437.1|MexB [Pseudomonas aeruginosa]	L11616.1	mexB	NA	AAA74437.1
k141_2769559_1 # 1 # 138 # -1 # ID=26302_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.493	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_715408_1 # 3 # 359 # 1 # ID=26360_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.398	ANZ79240.1	gb|ANZ79240.1|tetA(60) [uncultured bacterium]	KX000272.1	tetA(60)	NA	ANZ79240.1
k141_179610_1 # 1 # 318 # -1 # ID=26472_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.255	APB03214.1	gb|APB03214.1|tetA(58) [Paenibacillus sp. LC231]	KX531044.1	tetA-48	NA	APB03214.1
k141_1519164_1 # 1 # 651 # 1 # ID=26761_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.602	AAG07762.1	gb|AAG07762.1|MexV [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4374	AAG07762.1
k141_983323_1 # 2 # 460 # 1 # ID=26866_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.704	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_2322993_2 # 1393 # 1629 # 1 # ID=26935_2;partial=01;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.405	AAX14803.1	gb|AAX14803.1|adeK [Acinetobacter baumannii]	AY769962.1	adeK	NA	AAX14803.1
k141_804741_1 # 3 # 338 # -1 # ID=26993_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.542	AAF40764.1	gb|AAF40764.1|farB [Neisseria meningitidis MC58]	AE002098.2	farB	NMB0319	AAF40764.1
k141_2858852_1 # 3 # 113 # -1 # ID=27031_1;partial=10;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.450	BAA07390.1	gb|BAA07390.1|tcr3 [Kitasatospora aureofaciens]	D38215.1	tcr3	NA	BAA07390.1
k141_2858854_1 # 1 # 309 # -1 # ID=27056_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.589	ALV80601.1	gb|ALV80601.1|bcr-1 [Pseudomonas aeruginosa]	CP012901.1	bcr_2	AOY09_05580	ALV80601.1
k141_625967_1 # 3 # 491 # 1 # ID=27071_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.636	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_536811_1 # 3 # 293 # -1 # ID=27251_1;partial=10;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.512	AAC60780.1	gb|AAC60780.1|rosB [Yersinia enterocolitica (type O:8)]	U46859.1	rosB	NA	AAC60780.1
k141_2591002_1 # 2 # 379 # -1 # ID=27274_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.635	AAC75135.2	gb|AAC75135.2|mdtA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtA	b2074	AAC75135.2
k141_804760_1 # 1 # 624 # -1 # ID=27292_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612	AAC73788.1	gb|AAC73788.1|kdpE [Escherichia coli str. K-12 substr. MG1655]	U00096.3	kdpE	b0694	AAC73788.1
k141_179627_1 # 2 # 397 # 1 # ID=27325_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.485	AAG03548.1	gb|AAG03548.1|TriC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0158	AAG03548.1
k141_3037420_1 # 1 # 321 # 1 # ID=27583_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.389	ANZ79241.1	gb|ANZ79241.1|tetB(60) [uncultured bacterium]	KX000273.1	tetB(60)	NA	ANZ79241.1
k141_1072715_1 # 1 # 219 # -1 # ID=27638_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.653	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_268980_1 # 1 # 414 # 1 # ID=27884_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.693	AAL19305.1	gb|AAL19305.1|mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	AE006468.2	NA	STM0351	AAL19305.1
k141_1072724_1 # 3 # 542 # -1 # ID=27966_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_3126927_1 # 3 # 524 # -1 # ID=28191_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.354	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_358243_1 # 1 # 216 # -1 # ID=28200_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398	CAA75663.1	gb|CAA75663.1|tet(H) [Pasteurella multocida]	Y15510.1	tetH	NA	CAA75663.1
k141_625995_1 # 2 # 448 # 1 # ID=28232_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.716	AAG05913.1	gb|AAG05913.1|OpmB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2525	AAG05913.1
k141_358246_1 # 2 # 670 # -1 # ID=28310_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.499	AAG03548.1	gb|AAG03548.1|TriC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0158	AAG03548.1
k141_894166_1 # 1 # 549 # 1 # ID=28406_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.605	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_3037475_1 # 2 # 283 # 1 # ID=28763_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.348	AAB41957.1	gb|AAB41957.1|MexD [Pseudomonas aeruginosa]	U57969.1	mexD	NA	AAB41957.1
k141_1162032_2 # 233 # 445 # 1 # ID=28951_2;partial=01;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	BAE06008.1	gb|BAE06008.1|mexQ [Pseudomonas aeruginosa]	AB219524.1	mexQ	NA	BAE06008.1
k141_2233827_2 # 225 # 314 # 1 # ID=29240_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511	BAE06006.1	gb|BAE06006.1|mexN [Pseudomonas aeruginosa]	AB219523.1	mexN	NA	BAE06006.1
k141_179702_1 # 3 # 119 # -1 # ID=29314_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=8bp;gc_cont=0.462	AAG16656.1	gb|AAG16656.1|floR [Escherichia coli]	AF231986.2	floR	NA	AAG16656.1
k141_2144413_1 # 1 # 639 # -1 # ID=29707_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	AAG05915.1	gb|AAG05915.1|MuxB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2527	AAG05915.1
k141_2233855_2 # 500 # 622 # 1 # ID=29947_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.276	AAL14440.1	gb|AAL14440.1|adeB [Acinetobacter baumannii]	AF370885.1	adeB	NA	AAL14440.1
k141_1876458_1 # 2 # 145 # -1 # ID=30298_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.528	AAG06465.1	gb|AAG06465.1|cprR [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3077	AAG06465.1
k141_1251454_1 # 3 # 200 # 1 # ID=30413_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.692	AAC43969.1	gb|AAC43969.1|opcM [Burkholderia cepacia]	U38944.1	opcM	NA	AAC43969.1
k141_715563_1 # 3 # 932 # -1 # ID=30530_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.568	AAG04750.1	gb|AAG04750.1|PmpM [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA1361	AAG04750.1
k141_2769701_1 # 1 # 765 # -1 # ID=30535_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.367	AAG05914.1	gb|AAG05914.1|MuxC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2526	AAG05914.1
k141_2412500_2 # 256 # 333 # 1 # ID=30649_2;partial=01;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.628	AAC75136.1	gb|AAC75136.1|mdtB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtB	b2075	AAC75136.1
k141_804915_1 # 1 # 378 # -1 # ID=31090_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.399	CAC14594.1	gb|CAC14594.1|smeD [Stenotrophomonas maltophilia]	AJ252200.1	smeD	NA	CAC14594.1
k141_804921_1 # 3 # 212 # -1 # ID=31308_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.595	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_1162133_2 # 237 # 317 # 1 # ID=31310_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617	AAL19306.1	gb|AAL19306.1|mdsA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	AE006468.2	NA	STM0352	AAL19306.1
k141_894296_1 # 2 # 307 # -1 # ID=31594_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.320	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_2501880_1 # 1 # 201 # -1 # ID=31693_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.443	AAC73564.1	gb|AAC73564.1|acrB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrB	b0462	AAC73564.1
k141_3037581_1 # 1 # 180 # -1 # ID=31711_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.467	ABW91179.1	gb|ABW91179.1|cmlA8 [Pseudomonas aeruginosa]	EU182575.1	cmlA8	NA	ABW91179.1
k141_1876497_1 # 1 # 141 # -1 # ID=31729_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.596	BAE06008.1	gb|BAE06008.1|mexQ [Pseudomonas aeruginosa]	AB219524.1	mexQ	NA	BAE06008.1
k141_2769758_1 # 143 # 202 # 1 # ID=31795_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.600	CAJ77856.1	gb|CAJ77856.1|adeF [Acinetobacter baumannii AYE]	CT025801.2	NA	29_167	CAJ77856.1
