Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_2503649_1 # 377 # 439 # 1 # ID=84407_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.492	AHE40557.1	gb|AHE40557.1|ANT(6)-Ia [Exiguobacterium sp. S3-2]	KF648874.1	aadE	NA	AHE40557.1
k141_1164087_1 # 1 # 258 # -1 # ID=85630_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.465	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_1699924_1 # 2 # 82 # -1 # ID=86047_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.481	WP_063860072.1	gb|WP_063860072.1|CTX-M-73 [Escherichia coli]	NZ_CAXHTO010000003.1	NA	AAC677_RS25485	WP_063860072.1
k141_2146403_1 # 2 # 265 # -1 # ID=86506_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.439	WP_031996777.1	gb|WP_031996777.1|ADC-254 [Acinetobacter baumannii]	NZ_JBOIPL010000009.1	NA	ACSULJ_RS13125	WP_031996777.1
k141_1610604_2 # 166 # 300 # 1 # ID=87499_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.541	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1164175_2 # 422 # 481 # 1 # ID=87853_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	AFV91534.1	gb|AFV91534.1|FIM-1 [Pseudomonas aeruginosa]	JX570731.1	blaFIM-1	NA	AFV91534.1
k141_2235953_2 # 234 # 323 # 1 # ID=88955_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.600	APB03223.1	gb|APB03223.1|AAC(6')-34 [Paenibacillus sp. LC231]	KX531053.1	aac(6')-34	NA	APB03223.1
k141_717671_1 # 2 # 76 # -1 # ID=89559_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.387	WP_007708339.1	gb|WP_007708339.1|SGM-5 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_CP124576.1	NA	NA	NA
k141_1610747_1 # 1 # 135 # -1 # ID=90342_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.437	ABI20451.1	gb|ABI20451.1|mphE [uncultured bacterium]	DQ839391.1	mph	NA	ABI20451.1
k141_3039740_2 # 745 # 810 # 1 # ID=92633_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.530	WP_043592266.1	gb|WP_043592266.1|CRH-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JAFLRE010000002.1	NA	J1C51_RS03025	WP_043592266.1
k141_3442_1 # 373 # 504 # 1 # ID=98136_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.477	AEV91550.1	gb|AEV91550.1|OXA-211 [Acinetobacter johnsonii]	JN861779.1	blaOXA-211	NA	AEV91550.1
k141_3451_1 # 2 # 211 # 1 # ID=98460_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	WP_140423313.1	gb|WP_140423313.1|OXA-644 [Acinetobacter johnsonii]	NG_065430.1	blaOXA	A7J11_06263	WP_140423313.1
k141_2593501_1 # 1 # 78 # -1 # ID=98624_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.346	AAN17791.1	gb|AAN17791.1|BUT-1 [Buttiauxella agrestis]	AF440406.1	NA	NA	AAN17791.1
k141_3483_1 # 2 # 211 # 1 # ID=99067_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.476	CDM87362.1	gb|CDM87362.1|OXA-373 [Acinetobacter johnsonii]	HG931732.1	blaOXA-373	NA	CDM87362.1
k141_3492_1 # 2 # 211 # 1 # ID=99187_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.467	CDM87362.1	gb|CDM87362.1|OXA-373 [Acinetobacter johnsonii]	HG931732.1	blaOXA-373	NA	CDM87362.1
k141_3502_1 # 3 # 308 # 1 # ID=99299_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.474	WP_140423317.1	gb|WP_140423317.1|OXA-650 [Acinetobacter johnsonii]	NG_065435.1	blaOXA	A7J11_06268	WP_140423317.1
k141_1343052_1 # 2 # 142 # -1 # ID=99530_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.546	AAB21326.1	gb|AAB21326.1|APH(3')-Vc [Micromonospora chalcea]	S81599.1	aphA-5c	NA	AAB21326.1
k141_2950871_2 # 1057 # 1119 # 1 # ID=100948_2;partial=01;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.476	EJR72097.1	gb|EJR72097.1|BcIII [Bacillus cereus VD166]	JH791860.1	NA	IK9_05831	EJR72097.1
k141_450111_1 # 1 # 111 # -1 # ID=102834_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	ALM96710.1	gb|ALM96710.1|CMY-138 [Proteus mirabilis]	KT997883.1	blaCMY	NA	ALM96710.1
k141_1075433_2 # 264 # 362 # 1 # ID=102863_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.596	ANY85569.1	gb|ANY85569.1|BIM-1 [Pseudomonas putida]	CP016446.1	blaBIM	IEC33019_p5366	ANY85569.1
k141_3129752_1 # 2 # 97 # -1 # ID=103856_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.344	WP_068791546.1	gb|WP_068791546.1|BlaB-6 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBJDKC010000012.1	NA	ACKJKV_RS17840	WP_068791546.1
k141_2504364_3 # 887 # 1027 # 1 # ID=104078_3;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.518	WZW61255.1	gb|WZW61255.1|KPC-217 [Escherichia coli]	PP693362.1	blaKPC	NA	WZW61255.1
k141_2593745_1 # 2 # 217 # 1 # ID=104899_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.338	WP_176673601.1	gb|WP_176673601.1|ADC-236 [Acinetobacter baumannii]	NZ_CP134583.1	NA	NA	NA
k141_2593782_1 # 3 # 326 # -1 # ID=105717_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.269	AAB41059.1	gb|AAB41059.1|iri [Rhodococcus hoagii]	U56415.1	iri	NA	AAB41059.1
k141_271700_1 # 256 # 378 # 1 # ID=106979_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642	AKQ05895.1	gb|AKQ05895.1|tet(51) [uncultured bacterium]	KR857685.1	tet(51)	NA	AKQ05895.1
k141_182267_1 # 2 # 457 # -1 # ID=107422_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	WP_063860827.1	gb|WP_063860827.1|LRG-1 [uncultured bacterium]	NG_049283.1	blaLRG	A7J11_02282	WP_063860827.1
k141_718416_1 # 3 # 341 # -1 # ID=107584_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.569	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1432742_3 # 835 # 900 # 1 # ID=107983_3;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.545	QWJ89340.1	gb|QWJ89340.1|ASU1-1 [uncultured bacterium]	MZ126682.1	blaASU1	NA	QWJ89340.1
k141_361268_2 # 806 # 985 # 1 # ID=109188_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517	WP_085562405.1	gb|WP_085562405.1|IMI-5 [Enterobacter cloacae]	NG_054695.1	blaIMI	A7J11_05011	WP_085562405.1
k141_2236731_1 # 3 # 65 # -1 # ID=109571_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.317	CBE03766.1	gb|CBE03766.1|Clostridioides difficile nimB [Clostridioides difficile R20291]	FN545816.1	NA	CDR20291_1308	CBE03766.1
k141_1254502_2 # 297 # 389 # 1 # ID=110473_2;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.677	ABC94518.1	gb|ABC94518.1|VIM-13 [Pseudomonas aeruginosa]	DQ365886.1	blaVIM-13	NA	ABC94518.1
k141_1343449_1 # 3 # 131 # -1 # ID=110758_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=11bp;gc_cont=0.326	WP_136512100.1	gb|WP_136512100.1|OXA-809 [Acinetobacter radioresistens]	NG_064767.1	blaOXA	A7J11_06225	WP_136512100.1
k141_628722_1 # 3 # 737 # -1 # ID=113181_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.471	WP_114699274.1	gb|WP_114699274.1|OXA-662 [Acinetobacter johnsonii]	NZ_JBICLH010000033.1	NA	ACF8FD_RS03350	WP_114699274.1
k141_1343574_1 # 3 # 218 # -1 # ID=113441_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.398	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_3130166_1 # 3 # 197 # -1 # ID=113988_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.518	AAP97129.1	gb|AAP97129.1|cphA8 [Aeromonas sobria]	AY261375.1	cphA8	NA	AAP97129.1
k141_361623_2 # 261 # 362 # 1 # ID=118715_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549	WP_150378267.1	gb|WP_150378267.1|tet(X5) [Acinetobacter pittii]	NZ_CP183892.1	NA	ACLKM6_RS14325	WP_150378267.1
k141_897302_1 # 1 # 75 # -1 # ID=118861_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.453	AAD52985.1	gb|AAD52985.1|AAC(6')-Iz [Stenotrophomonas maltophilia]	AF140221.1	NA	NA	AAD52985.1
k141_2147668_1 # 2 # 61 # -1 # ID=120080_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.483	CAA27626.1	gb|CAA27626.1|EreB [Escherichia coli]	X03988.1	NA	NA	CAA27626.1
k141_93212_1 # 2 # 202 # 1 # ID=120548_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.274	ACH58985.1	gb|ACH58985.1|LRA-2 [uncultured bacterium BLR2]	EU408347.1	blaLRA-2	AKSOIL_0002	ACH58985.1
k141_629072_1 # 3 # 134 # -1 # ID=121233_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=12bp;gc_cont=0.311	QWA20165.1	gb|QWA20165.1|OXA-966 [Acinetobacter radioresistens]	MZ265718.1	blaOXA	NA	QWA20165.1
k141_3130513_2 # 325 # 405 # 1 # ID=121612_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.494	CBL58181.1	gb|CBL58181.1|apmA [Staphylococcus aureus]	FN806789.3	apmA	NA	CBL58181.1
k141_540048_1 # 3 # 80 # -1 # ID=123590_1;partial=10;start_type=GTG;rbs_motif=TATAA;rbs_spacer=12bp;gc_cont=0.423	CAC17624.1	gb|CAC17624.1|OCH-4 [Brucella anthropi]	AJ295342.1	bla OCH-4	NA	CAC17624.1
k141_2862367_1 # 3 # 311 # -1 # ID=124552_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.443	WP_063865164.1	gb|WP_063865164.1|VHH-1 [Vibrio harveyi]	NG_050334.1	blaVHH	A7J11_00912	WP_063865164.1
k141_3130799_1 # 2 # 97 # -1 # ID=128378_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.250	BEV74468.1	gb|BEV74468.1|VEB-33 [Aeromonas veronii]	LC794540.1	blaVEB-33	NA	BEV74468.1
k141_1255051_1 # 3 # 302 # -1 # ID=128555_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.550	QTH36338.1	gb|QTH36338.1|AFM-3 [Pseudomonas aeruginosa]	MW811438.1	blaAFM	NA	QTH36338.1
k141_2594686_1 # 1 # 120 # -1 # ID=129833_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.367	AJP77071.1	gb|AJP77071.1|PEDO-2 [Pedobacter sp. ALS-14]	KP109678.1	blaPEDO-2	NA	AJP77071.1
k141_629377_1 # 1 # 69 # -1 # ID=130115_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.464	WP_063860256.1	gb|WP_063860256.1|EC-18 [Escherichia coli]	NG_049083.1	blaEC	A7J11_01354	WP_063860256.1
k141_629378_1 # 2 # 73 # -1 # ID=130126_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.597	ENU91137.1	gb|ENU91137.1|ANT(3'')-IIb [Acinetobacter sp. NIPH 758]	KB849358.1	NA	F971_03274	ENU91137.1
k141_2773466_1 # 2 # 457 # -1 # ID=130571_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2058820_2 # 469 # 531 # 1 # ID=132014_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.413	WP_099337823.1	gb|WP_099337823.1|OXA-568 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_055785.1	blaOXA	A7J11_05225	WP_099337823.1
k141_183058_1 # 1 # 99 # -1 # ID=132395_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=7bp;gc_cont=0.556	QWA20181.1	gb|QWA20181.1|OXA-982 [Acinetobacter vivianii]	MZ265734.1	blaOXA	NA	QWA20181.1
k141_1344294_2 # 253 # 429 # 1 # ID=132834_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627	ENU91137.1	gb|ENU91137.1|ANT(3'')-IIb [Acinetobacter sp. NIPH 758]	KB849358.1	NA	F971_03274	ENU91137.1
k141_1165771_2 # 209 # 283 # 1 # ID=133364_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.280	QGQ32905.1	gb|QGQ32905.1|VMB-1 [Vibrio alginolyticus]	MN719868.1	blaVMB	NA	QGQ32905.1
k141_808754_1 # 1 # 489 # -1 # ID=133472_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.450	WP_140423313.1	gb|WP_140423313.1|OXA-644 [Acinetobacter johnsonii]	NG_065430.1	blaOXA	A7J11_06263	WP_140423313.1
k141_808764_1 # 1 # 303 # -1 # ID=133580_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.449	AGW16415.1	gb|AGW16415.1|OXA-333 [Acinetobacter johnsonii]	KF203107.1	blaOXA-333	NA	AGW16415.1
k141_1255241_2 # 276 # 341 # 1 # ID=133644_2;partial=01;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.273	UXD71803.1	gb|UXD71803.1|EstT [Sphingobacterium faecium]	CP094932.1	estT	MUK51_21335	UXD71803.1
k141_2862727_2 # 225 # 506 # 1 # ID=134035_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.621	APY23733.1	gb|APY23733.1|ARL-1 [Staphylococcus arlettae]	KY363215.1	blaARL	NA	APY23733.1
k141_1433707_1 # 2 # 82 # -1 # ID=134442_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.593	AKQ05898.1	gb|AKQ05898.1|tet(54) [uncultured bacterium]	KR857688.1	tet(54)	NA	AKQ05898.1
k141_1969782_1 # 103 # 309 # 1 # ID=135749_1;partial=01;start_type=ATG;rbs_motif=TTA;rbs_spacer=14bp;gc_cont=0.464	AGW16415.1	gb|AGW16415.1|OXA-333 [Acinetobacter johnsonii]	KF203107.1	blaOXA-333	NA	AGW16415.1
k141_2595029_2 # 168 # 347 # 1 # ID=137273_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.411	QBQ69719.1	gb|QBQ69719.1|tet(X4) [Escherichia coli]	MK134376.1	tetX	NA	QBQ69719.1
k141_2773762_1 # 1 # 435 # -1 # ID=137589_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.460	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_1701774_1 # 3 # 341 # -1 # ID=138300_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.510	AAA88422.1	gb|AAA88422.1|AAC(3)-Ib [Pseudomonas aeruginosa]	L06157.1	aac(3)-Ib	NA	AAA88422.1
k141_4939_1 # 1 # 348 # 1 # ID=139178_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.336	AUW34360.1	gb|AUW34360.1|RSD1-1 [uncultured bacterium]	MG739505.1	NA	NA	AUW34360.1
k141_362159_1 # 2 # 304 # 1 # ID=139184_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.515	WP_213603971.1	gb|WP_213603971.1|PJM-1 [Pseudoxanthomonas japonensis]	NG_080789.1	blaPJM	A7J11_07470	WP_213603971.1
k141_2952237_1 # 1 # 60 # -1 # ID=139249_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.450	AAR21614.1	gb|AAR21614.1|AAC(3)-Id [Salmonella enterica subsp. enterica serovar Newport]	AY458224.1	aac(3)-Id	NA	AAR21614.1
k141_2684107_1 # 3 # 158 # -1 # ID=139365_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=15bp;gc_cont=0.308	AAL55262.1	gb|AAL55262.1|CGA-1 [Chryseobacterium gleum]	AF339733.1	NA	NA	AAL55262.1
k141_272850_1 # 2 # 235 # 1 # ID=139480_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.248	ALF06101.1	gb|ALF06101.1|CBP-1 [Clostridium botulinum]	KP718480.1	blaCBP	NA	ALF06101.1
k141_2684169_1 # 2 # 220 # 1 # ID=141583_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	XAJ73550.1	gb|XAJ73550.1|ACT-176 [Enterobacter sichuanensis]	PP740484.1	blaACT	NA	XAJ73550.1
k141_183497_1 # 1 # 87 # -1 # ID=143021_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.724	AAK38324.1	gb|AAK38324.1|JOHN-1 [Flavobacterium johnsoniae UW101]	AY028464.1	blaJOHN-1	NA	AAK38324.1
k141_1970124_1 # 2 # 79 # -1 # ID=143049_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.462	WP_072186106.1	gb|WP_072186106.1|RUB-1 [Serratia rubidaea]	NZ_CBIFXG010000009.1	NA	ACT15J_RS13950	WP_072186106.1
k141_809112_1 # 3 # 83 # -1 # ID=143155_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.358	AAA25717.1	gb|AAA25717.1|ANT(4')-IIa [Pseudomonas aeruginosa]	M98270.1	ant(4')-IIa	NA	AAA25717.1
k141_898321_1 # 2 # 559 # 1 # ID=144288_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.679	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_719896_2 # 199 # 324 # 1 # ID=145214_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357	ACT97371.1	gb|ACT97371.1|CfxA6 [uncultured organism]	GQ342996.1	NA	NA	ACT97371.1
k141_2505729_1 # 3 # 113 # -1 # ID=146729_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	ABA42118.2	gb|ABA42118.2|oleI [Streptomyces antibioticus]	DQ195535.2	oleI	NA	ABA42118.2
k141_1077121_1 # 1 # 339 # 1 # ID=147543_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.360	BAA12910.1	gb|BAA12910.1|mphB [Escherichia coli]	D85892.1	mphB	NA	BAA12910.1
k141_3041619_2 # 273 # 362 # 1 # ID=147602_2;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.422	WP_007879679.1	gb|WP_007879679.1|OXA-919 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_CAXURC020000002.1	NA	NA	NA
k141_630011_1 # 3 # 284 # -1 # ID=148102_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.475	BAD12078.1	gb|BAD12078.1|AAC(6')-Iad [Acinetobacter pittii]	AB119105.1	aac(6')-Iad	NA	BAD12078.1
k141_987653_1 # 77 # 211 # 1 # ID=149230_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	AAB58447.1	gb|AAB58447.1|APH(9)-Ia [Legionella pneumophila 130b]	U94857.1	aph	NA	AAB58447.1
k141_2774275_2 # 444 # 578 # 1 # ID=150717_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.548	WP_150823464.1	gb|WP_150823464.1|AXC-4 [Achromobacter xylosoxidans]	NG_066503.1	blaAXC	A7J11_06455	WP_150823464.1
k141_1702269_1 # 1 # 207 # 1 # ID=151108_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.251	WP_140423318.1	gb|WP_140423318.1|OXA-825 [Acinetobacter baumannii]	NZ_JBLVMR010000004.1	NA	ACNPNV_RS11165	WP_140423318.1
k141_2148684_1 # 3 # 95 # -1 # ID=151131_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.290	WP_063857827.1	gb|WP_063857827.1|BlaB-3 [Elizabethkingia meningoseptica]	NG_048698.1	blaB	A7J11_00277	WP_063857827.1
k141_2059484_2 # 331 # 399 # 1 # ID=152074_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.536	APM84516.1	gb|APM84516.1|PAC-1 [Pseudomonas aeruginosa]	KY285014.1	blaPAC	NA	APM84516.1
k141_2863126_1 # 3 # 395 # -1 # ID=152228_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.552	DAC85640.1	gb|DAC85640.1|FosM2 [Gracilibacillus timonensis]	BK012112.1	fosM	NA	DAC85640.1
k141_183873_1 # 1 # 342 # 1 # ID=152453_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.649	ENX09209.1	gb|ENX09209.1|OXA-297 [Acinetobacter sp. NIPH 1847]	KB850108.1	NA	F898_01010	ENX09209.1
k141_1255935_2 # 222 # 293 # 1 # ID=152807_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.222	WP_116786836.1	gb|WP_116786836.1|OXA-730 [Acinetobacter calcoaceticus]	NG_061623.1	blaOXA	A7J11_05853	WP_116786836.1
k141_183926_1 # 2 # 73 # -1 # ID=153439_1;partial=10;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=4bp;gc_cont=0.222	WP_012662081.1	gb|WP_012662081.1|OXA-493 [Campylobacter]	NZ_CBCVQG010000005.1	NA	ACOBKY_RS01810	WP_012662081.1
k141_1434381_1 # 61 # 330 # 1 # ID=154348_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.496	WP_063840320.1	gb|WP_063840320.1|AAC(6')-Ib-cr6 [Escherichia coli]	NG_047292.1	aac(6')-Ib-cr	A7J11_02165	WP_063840320.1
k141_541328_1 # 277 # 351 # 1 # ID=157669_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.293	QIM09823.1	gb|QIM09823.1|tet(X6) [Proteus genomosp. 6]	MN507533.1	tet(X)	NA	QIM09823.1
k141_2684730_1 # 2 # 199 # -1 # ID=157984_1;partial=10;start_type=GTG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.303	ACS83559.1	gb|ACS83559.1|LnuP [Clostridium perfringens]	FJ589781.1	NA	NA	ACS83559.1
k141_988024_1 # 3 # 206 # -1 # ID=160481_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.696	WLO97155.1	gb|WLO97155.1|DHA-31 [Morganella morganii]	OR398192.1	blaDHA	NA	WLO97155.1
k141_273616_2 # 1851 # 2351 # 1 # ID=161413_2;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=8bp;gc_cont=0.533	WP_156404649.1	gb|WP_156404649.1|CTX-M-143 [Escherichia coli]	NG_067138.1	blaCTX-M	A7J11_06591	WP_156404649.1
k141_809716_1 # 2 # 88 # -1 # ID=162039_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.287	WP_063864550.1	gb|WP_063864550.1|OXY-2-15 [Klebsiella oxytoca]	NG_049851.1	blaOXY	A7J11_03376	WP_063864550.1
k141_2149064_2 # 493 # 576 # 1 # ID=162662_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	BAD83775.1	gb|BAD83775.1|CTX-M-35 [Klebsiella oxytoca]	AB176534.1	blaCTX-M-35	NA	BAD83775.1
k141_2327853_2 # 239 # 352 # 1 # ID=162925_2;partial=01;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.447	AIG51284.1	gb|AIG51284.1|SHV-119 [Klebsiella pneumoniae]	KJ776406.1	blaSHV-119	NA	AIG51284.1
k141_630506_1 # 3 # 107 # -1 # ID=163385_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.343	AHE40505.1	gb|AHE40505.1|mphN [Exiguobacterium sp. S3-2]	KF648874.1	mph	NA	AHE40505.1
k141_273706_1 # 305 # 415 # 1 # ID=163631_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.324	AAA27459.1	gb|AAA27459.1|aadS [Transposon Tn4551]	M72415.1	aadS	NA	AAA27459.1
