user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.026	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013177675.1, s__Aliarcobacter acticola, 95.0, 91.37, 0.236; GCF_003544915.1, s__Aliarcobacter ellisii, 95.0, 89.66, 0.211; GCF_003544815.1, s__Aliarcobacter suis, 95.0, 88.57, 0.242; GCA_028681275.1, s__Aliarcobacter sp028681275, 95.0, 87.32, 0.249; GCF_013201725.1, s__Aliarcobacter defluvii, 95.0, 87.25, 0.164; GCA_018816105.1, s__Aliarcobacter sp018816105, 95.0, 87.12, 0.189; GCA_028688995.1, s__Aliarcobacter sp028688995, 95.0, 87.06, 0.191; GCA_028703945.1, s__Aliarcobacter sp028703945, 95.0, 86.92, 0.199; GCA_028689025.1, s__Aliarcobacter sp028689025, 95.0, 86.89, 0.204; GCA_028690445.1, s__Aliarcobacter sp028690445, 95.0, 86.68, 0.197; GCF_013201665.1, s__Aliarcobacter venerupis, 95.0, 86.67, 0.181; GCF_003063245.1, s__Aliarcobacter caeni, 95.0, 86.65, 0.208; GCA_017995775.1, s__Aliarcobacter sp017995775, 95.0, 86.52, 0.166; GCF_013201935.1, s__Aliarcobacter cloacae, 95.0, 86.33, 0.173; GCF_013177635.1, s__Aliarcobacter aquimarinus, 95.0, 85.84, 0.184; GCA_019752775.1, s__Aliarcobacter sp019752775, 95.0, 85.45, 0.197	25.92	11	0.93906	Genome has more than 20.8% of markers with multiple hits
binning_output.027	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera tangshanensis	GCF_014645135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera tangshanensis	97.39	0.789	GCF_014645135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera tangshanensis	97.39	0.789	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_021290965.1, s__Pararheinheimera faecalis, 95.0, 89.65, 0.43; GCF_947090785.1, s__Pararheinheimera sp947090785, 95.0, 89.32, 0.412; GCF_003990335.1, s__Pararheinheimera mangrovi, 95.0, 88.95, 0.355; GCF_000986865.1, s__Pararheinheimera mesophila, 95.0, 88.67, 0.369; GCA_018815765.1, s__Pararheinheimera sp018815765, 95.0, 88.43, 0.335; GCA_946482615.1, s__Pararheinheimera sp946482615, 95.0, 88.36, 0.374; GCF_021290985.1, s__Pararheinheimera soli, 95.0, 88.28, 0.329; GCF_029269265.1, s__Pararheinheimera sp029269265, 95.0, 87.9, 0.308; GCF_000217935.1, s__Pararheinheimera sp000217935, 95.0, 87.68, 0.247; GCA_018825965.1, s__Pararheinheimera sp018825965, 95.0, 87.66, 0.253; GCF_004005375.1, s__Pararheinheimera sp004005375, 95.0, 87.47, 0.22; GCA_943913835.1, s__Pararheinheimera sp943913835, 95.0, 87.44, 0.23; GCF_020217005.1, s__Pararheinheimera sp020217005, 95.0, 87.41, 0.226	34.6	11	N/A	N/A
binning_output.028	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030162955.1, s__Comamonas jiangduensis, 95.0, 96.04, 0.276; GCA_023422975.1, s__Comamonas sp023422975, 95.0, 90.47, 0.155	22.05	11	0.97818	Genome has more than 19.2% of markers with multiple hits
binning_output.029	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCF_013409575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans	98.13	0.351	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	41.35	11	0.99887	N/A
binning_output.030	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans	GCF_013409575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans	98.1	0.698	GCF_013409575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans	98.1	0.698	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	52.47	11	N/A	N/A
binning_output.031	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
binning_output.032	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__	N/A	N/A	N/A	N/A	N/A	GCF_000420525.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__Aquaspirillum serpens	98.12	0.262	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	18.11	11	0.956	Genome domain questionable ( 19.2% Bacterial, 9.4% Archaeal)
binning_output.033	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp017989885	GCF_028689755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp017989885	98.23	0.627	GCF_028689755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp017989885	98.23	0.627	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001770775.1, s__Aquabacterium sp001770775, 95.0, 92.17, 0.538; GCF_017994835.1, s__Aquabacterium sp017994835, 95.0, 89.51, 0.433; GCA_029268225.1, s__Aquabacterium sp029268225, 95.0, 88.63, 0.386	48.44	11	N/A	Genome has more than 26.7% of markers with multiple hits
binning_output.034	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	20.3	11	0.99998	N/A
binning_output.035	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Malikia;s__Malikia spinosa	GCF_002980625.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Malikia;s__Malikia spinosa	98.17	0.721	GCF_002980625.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Malikia;s__Malikia spinosa	98.17	0.721	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Malikia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_026400105.1, s__Malikia sp026400105, 95.0, 94.61, 0.588; GCF_002980595.1, s__Malikia granosa, 95.0, 92.05, 0.553; GCF_028687635.1, s__Malikia sp028687635, 95.0, 90.14, 0.324; GCA_943326015.2, s__Malikia sp943326015, 95.0, 89.67, 0.352	41.39	11	N/A	N/A
binning_output.036	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.78	11	0.97755	N/A
binning_output.037	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.6	11	0.87405	Genome domain questionable ( 18.3% Bacterial, 9.4% Archaeal)
binning_output.038	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_000422685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium gelidilacus	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025947285.1, s__Flavobacterium sp025947285, 95.0, 94.18, 0.406; GCF_025499515.1, s__Flavobacterium sp025499515, 95.0, 87.47, 0.27; GCF_002483315.1, s__Flavobacterium sp002483315, 95.0, 85.87, 0.2; GCF_003497625.1, s__Flavobacterium sp003497625, 95.0, 85.39, 0.204; GCF_004363695.1, s__Flavobacterium cheniae, 95.0, 85.17, 0.198; GCF_011392075.1, s__Flavobacterium celericrescens, 95.0, 84.3, 0.187; GCF_025909975.1, s__Flavobacterium lacisediminis, 95.0, 84.2, 0.188; GCF_023151265.1, s__Flavobacterium sp023151265, 95.0, 84.16, 0.163; GCF_009495755.1, s__Flavobacterium sp009495755, 95.0, 84.02, 0.196; GCF_000686885.1, s__Flavobacterium sasangense, 95.0, 83.86, 0.156; GCA_004293165.1, s__Flavobacterium sp004293165, 95.0, 83.63, 0.178; GCF_015223105.1, s__Flavobacterium proteolyticum, 95.0, 83.62, 0.176; GCF_003259835.1, s__Flavobacterium aquaticum, 95.0, 83.41, 0.178; GCA_002421645.1, s__Flavobacterium sp002421645, 95.0, 82.12, 0.156	50.67	11	0.97371	Genome has more than 30.8% of markers with multiple hits
binning_output.039	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000368045.1, s__Acinetobacter johnsonii, 95.0, 94.4, 0.256; GCF_002165305.2, s__Acinetobacter sp002165305, 95.0, 91.79, 0.206	14.54	11	0.99026	N/A
binning_output.040	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__Marinobacterium_E sp949499045	GCA_949499045.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__Marinobacterium_E sp949499045	98.41	0.862	GCA_949499045.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__Marinobacterium_E sp949499045	98.41	0.862	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013283365.1, s__Marinobacterium_E sp013283365, 95.0, 88.73, 0.742; GCA_018623095.1, s__Marinobacterium_E sp018623095, 95.0, 85.25, 0.417	21.19	11	N/A	N/A
binning_output.041	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	GCF_009494135.1	96.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	98.49	0.634	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_009494135.1, s__Prevotella copri_B, 96.82, 98.49, 0.634; GCF_009494835.1, s__Prevotella copri_F, 96.41, 97.66, 0.629; GCA_026015625.1, s__Prevotella copri_H, 96.58, 97.6, 0.637; GCF_025151535.1, s__Prevotella copri, 96.58, 97.53, 0.582; GCA_003465495.1, s__Prevotella copri_G, 96.82, 97.52, 0.639; GCA_026015295.1, s__Prevotella copri_C, 95.51, 97.48, 0.638; GCA_003463005.1, s__Prevotella copri_I, 96.73, 97.35, 0.631; GCF_026015465.1, s__Prevotella copri_E, 96.47, 97.28, 0.598; GCA_015074785.1, s__Prevotella sp015074785, 96.07, 97.21, 0.625; GCA_949820605.1, s__Prevotella sp934191715, 96.61, 96.98, 0.613; GCA_021622245.1, s__Prevotella copri_J, 95.95, 96.92, 0.611; GCA_900557255.1, s__Prevotella sp900557255, 95.0, 96.69, 0.341; GCA_934202525.1, s__Prevotella sp934202525, 95.0, 96.03, 0.569; GCF_019127135.1, s__Prevotella sp900551275, 95.0, 95.76, 0.618; GCA_958369755.1, s__Prevotella sp958369755, 95.0, 95.32, 0.448; GCF_009494395.1, s__Prevotella sp900546535, 95.0, 89.76, 0.28; GCA_002224675.1, s__Prevotella copri_A, 95.0, 88.89, 0.256; GCF_026095235.1, s__Prevotella sp900557035, 95.0, 88.77, 0.249; GCA_021636625.1, s__Prevotella sp021636625, 95.0, 88.68, 0.209; GCF_019249655.1, s__Prevotella sp900767615, 95.85, 88.57, 0.255; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 88.43, 0.223; GCA_934196725.1, s__Prevotella sp934196725, 95.0, 87.77, 0.204; GCF_004535825.1, s__Prevotella hominis, 95.0, 87.7, 0.153; GCF_900551985.1, s__Prevotella sp900551985, 95.0, 87.4, 0.205; GCA_022732315.1, s__Prevotella sp022732315, 95.0, 87.22, 0.186; GCA_900555035.1, s__Prevotella sp900555035, 95.0, 87.15, 0.176; GCA_900556795.1, s__Prevotella sp900556795, 95.0, 85.98, 0.199; GCA_900770515.1, s__Prevotella sp900770515, 95.0, 85.43, 0.164; GCA_900765465.1, s__Prevotella sp900765465, 95.0, 84.68, 0.16	80.71	11	N/A	N/A
binning_output.042	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003544915.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter ellisii	95.44	0.439	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003544815.1, s__Aliarcobacter suis, 95.0, 88.4, 0.294; GCF_013201725.1, s__Aliarcobacter defluvii, 95.0, 87.46, 0.279; GCA_028681275.1, s__Aliarcobacter sp028681275, 95.0, 87.34, 0.323; GCF_013177675.1, s__Aliarcobacter acticola, 95.0, 87.33, 0.194; GCF_013201935.1, s__Aliarcobacter cloacae, 95.0, 85.96, 0.24; GCA_017995775.1, s__Aliarcobacter sp017995775, 95.0, 85.95, 0.184; GCF_013177635.1, s__Aliarcobacter aquimarinus, 95.0, 85.75, 0.253; GCA_028703945.1, s__Aliarcobacter sp028703945, 95.0, 85.58, 0.213; GCA_028688995.1, s__Aliarcobacter sp028688995, 95.0, 85.51, 0.232; GCA_028690445.1, s__Aliarcobacter sp028690445, 95.0, 85.46, 0.227; GCA_028689025.1, s__Aliarcobacter sp028689025, 95.0, 85.31, 0.218; GCF_003063245.1, s__Aliarcobacter caeni, 95.0, 85.24, 0.227; GCF_013201665.1, s__Aliarcobacter venerupis, 95.0, 85.14, 0.178; GCA_018816105.1, s__Aliarcobacter sp018816105, 95.0, 84.83, 0.165; GCA_019752775.1, s__Aliarcobacter sp019752775, 95.0, 84.69, 0.206	19.64	11	0.98582	Genome has more than 12.5% of markers with multiple hits
binning_output.043	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_000422685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium gelidilacus	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025947285.1, s__Flavobacterium sp025947285, 95.0, 89.78, 0.206	33.55	11	0.97105	Genome has more than 10.8% of markers with multiple hits
binning_output.044	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	N/A	N/A	N/A	N/A	N/A	GCF_003990335.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera mangrovi	92.77	0.418	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014645135.1, s__Pararheinheimera tangshanensis, 95.0, 94.54, 0.498; GCF_021290965.1, s__Pararheinheimera faecalis, 95.0, 89.64, 0.346; GCF_947090785.1, s__Pararheinheimera sp947090785, 95.0, 89.57, 0.333; GCA_018815765.1, s__Pararheinheimera sp018815765, 95.0, 89.51, 0.291; GCF_021290985.1, s__Pararheinheimera soli, 95.0, 88.52, 0.24; GCA_946482615.1, s__Pararheinheimera sp946482615, 95.0, 88.17, 0.266; GCF_000986865.1, s__Pararheinheimera mesophila, 95.0, 88.14, 0.234; GCF_029269265.1, s__Pararheinheimera sp029269265, 95.0, 88.1, 0.226; GCA_943913835.1, s__Pararheinheimera sp943913835, 95.0, 87.82, 0.166; GCF_004005375.1, s__Pararheinheimera sp004005375, 95.0, 87.66, 0.159; GCF_020217005.1, s__Pararheinheimera sp020217005, 95.0, 87.64, 0.164; GCF_000217935.1, s__Pararheinheimera sp000217935, 95.0, 87.58, 0.18; GCA_018825965.1, s__Pararheinheimera sp018825965, 95.0, 87.42, 0.183	31.9	11	0.99122	Genome has more than 15.8% of markers with multiple hits
binning_output.045	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	25.36	11	0.97879	Genome has more than 20.0% of markers with multiple hits
binning_output.046	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__	N/A	N/A	N/A	N/A	N/A	GCF_000420525.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__Aquaspirillum serpens	93.53	0.678	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	59.23	11	0.9933	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.047	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__Acidiluteibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_018402765.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__Acidiluteibacter;s__Acidiluteibacter sp018402765	89.46	0.712	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__Acidiluteibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_028336925.1, s__Acidiluteibacter sp028336925, 95.0, 78.9, 0.159	57.26	11	0.98399	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 41.7% of markers with multiple hits
binning_output.048	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Macromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_002837135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Macromonas;s__Macromonas bipunctata	97.9	0.188	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Macromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	10.65	11	0.97399	N/A
binning_output.049	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas xanthomarina_A	GCF_024397475.1	97.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas xanthomarina_A	98.22	0.616	GCA_003530955.1	96.79	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas sp003530955	97.99	0.551	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018823765.1, s__Stutzerimonas sp018823765, 97.02, 98.18, 0.608; GCF_002929225.1, s__Stutzerimonas stutzeri_U, 97.04, 98.12, 0.607; GCF_014764705.1, s__Stutzerimonas sp002692525, 96.82, 98.0, 0.613; GCF_900114065.1, s__Stutzerimonas kunmingensis, 96.6, 97.95, 0.613; GCA_007713455.1, s__Stutzerimonas sp007713455, 95.0, 97.92, 0.615; GCF_000495915.1, s__Stutzerimonas chloritidismutans, 96.78, 97.87, 0.596; GCF_000935215.1, s__Stutzerimonas stutzeri_AD, 96.98, 97.85, 0.61; GCA_003488145.1, s__Stutzerimonas sp003488145, 96.59, 97.69, 0.497; GCF_000341615.1, s__Stutzerimonas stutzeri_G, 95.0, 93.94, 0.559; GCF_000661915.1, s__Stutzerimonas decontaminans, 95.0, 89.34, 0.416; GCF_000327065.1, s__Stutzerimonas stutzeri_AE, 95.0, 88.84, 0.412; GCF_015291885.1, s__Stutzerimonas stutzeri_AC, 95.0, 88.82, 0.381; GCF_003696315.1, s__Stutzerimonas songnenensis, 95.0, 88.58, 0.409; GCF_002909485.1, s__Stutzerimonas stutzeri_AH, 95.0, 88.06, 0.365; GCF_000307775.2, s__Stutzerimonas stutzeri_B, 95.0, 87.89, 0.333; GCF_002890795.1, s__Stutzerimonas stutzeri_AA, 95.0, 87.85, 0.361; GCF_024448335.1, s__Stutzerimonas frequens, 95.0, 87.81, 0.347; GCF_000219605.1, s__Stutzerimonas stutzeri, 95.0, 87.6, 0.357; GCF_002890915.1, s__Stutzerimonas stutzeri_AF, 95.0, 86.6, 0.252; GCF_015070855.1, s__Stutzerimonas lopnurensis, 95.0, 85.66, 0.216; GCA_000263395.1, s__Stutzerimonas stutzeri_C, 95.0, 85.51, 0.171	34.52	11	N/A	N/A
